age,annual_income,loan_amount,credit_score,employment_years,credit_card_count,late_payment_count,debt_income_ratio,savings_balance,property_value,dependents_count,city_tier,loan_status
18,37630,48526,597,17,8,3,0.59,88851,91150,2,3,1
25,81063,46334,463,8,5,11,0.89,81799,296220,2,3,1
52,138527,16889,675,5,0,1,0.37,17238,327143,5,2,1
32,143239,29335,567,22,5,12,0.66,83025,301775,0,2,1
64,147896,16254,848,20,5,8,0.28,18153,318520,5,3,1
39,55144,26074,373,24,5,11,0.31,60353,363817,1,1,1
31,72161,16442,807,0,7,9,0.51,53092,315620,1,1,1
43,116718,42327,372,20,5,6,0.36,44152,298465,4,3,1
45,145873,21199,607,26,4,7,0.23,50104,382046,4,1,1
40,111074,12291,498,9,1,2,0.31,25283,403413,2,1,1
31,97360,45928,429,26,3,5,0.13,47429,259066,5,2,1
41,70979,5112,871,5,9,14,0.66,78223,148331,1,1,1
19,117661,26515,786,22,4,9,0.49,89534,463831,0,1,1
62,26979,24581,450,11,9,5,0.18,55957,61164,3,3,1
43,46189,31500,505,3,3,12,0.24,29887,351460,0,2,1
31,62600,37026,478,27,1,0,0.18,47172,249632,4,2,1
24,79560,21523,496,12,6,5,0.59,5355,210631,0,1,1
20,98040,6424,388,16,9,12,0.18,34701,375112,1,3,1
64,143257,24552,733,26,9,13,0.7,42534,247872,5,2,1
40,81558,15808,482,7,1,2,0.12,72442,190119,2,2,1
63,106205,43811,508,25,0,10,0.3,62274,488201,5,1,1
60,26910,11989,792,19,4,2,0.81,79108,253195,3,2,1
64,77713,28620,429,2,0,2,0.67,13279,449793,2,3,1
62,66857,44029,312,11,0,9,0.16,44491,184942,3,3,1
35,54964,5887,405,6,0,10,0.76,77147,84094,3,2,1
55,105667,36802,674,11,5,14,0.49,9261,367473,1,3,1
52,45227,24488,881,1,8,10,0.78,5474,190289,1,3,1
32,25978,35013,398,23,9,14,0.58,92414,395282,4,1,1
42,107527,21402,893,13,0,9,0.65,29390,116141,4,2,1
54,37153,26205,886,21,4,10,0.89,27925,203415,3,2,1
45,79765,31049,491,22,8,7,0.29,83174,178307,5,1,1
27,119084,17253,624,29,8,12,0.6,60051,231894,4,1,1
56,128212,23990,766,4,0,4,0.47,90007,456219,1,1,1
34,59071,12846,666,8,7,3,0.13,5787,475305,4,1,1
56,132990,30027,617,20,0,12,0.11,74398,496811,3,3,1
39,89519,44200,443,10,7,8,0.2,59177,395341,2,3,1
43,29503,8765,683,4,0,8,0.62,44724,394462,5,1,1
61,80703,20950,515,2,4,0,0.55,11663,211101,5,2,1
42,84379,14741,660,26,7,1,0.54,17120,129023,0,2,1
34,115457,27742,623,16,5,7,0.13,23740,494540,4,2,1
30,77866,29703,314,1,8,4,0.48,3035,364106,5,1,1
37,36905,43709,516,23,0,6,0.84,58443,425181,1,3,0
42,65838,42623,791,0,8,0,0.42,68388,220114,2,3,1
21,145200,27931,846,6,0,11,0.6,53335,137601,1,3,1
27,78279,28580,482,29,9,9,0.72,44315,134859,4,3,1
20,109489,20166,569,13,9,11,0.73,65165,140933,3,2,1
58,46806,34240,766,4,2,4,0.52,47627,95957,0,2,1
62,65000,30991,818,18,0,10,0.79,9303,395008,0,3,1
35,42168,43556,841,27,2,11,0.41,50334,438502,2,1,1
64,90119,37969,766,27,1,2,0.81,56892,355883,5,3,1
53,58714,15561,604,10,1,9,0.29,62196,350877,5,3,1
64,74093,21901,443,22,8,11,0.32,66700,95389,5,1,1
39,75419,45505,410,24,7,11,0.14,40726,210787,0,3,1
51,69145,35020,531,1,0,13,0.74,76751,220188,3,2,1
64,125432,30917,883,7,3,1,0.43,50606,369066,5,1,1
25,97425,6988,891,8,0,1,0.28,31694,499467,1,1,1
57,112949,49505,799,26,0,8,0.29,32253,67580,5,3,1
61,97811,19256,894,2,3,12,0.82,25230,428044,3,2,1
36,22461,27192,853,1,1,3,0.77,54974,444039,2,2,1
59,34291,33230,572,6,2,3,0.54,64545,309073,2,2,1
58,66804,44930,472,4,8,6,0.59,17925,273080,0,3,1
54,96971,27625,306,20,1,9,0.48,7033,319228,3,3,1
23,113471,37088,454,25,3,9,0.41,63461,390135,1,2,1
43,84946,19114,821,4,0,12,0.83,3665,453823,3,3,1
51,118989,46167,845,19,1,1,0.2,28025,132455,1,2,1
62,104080,43401,847,12,4,2,0.43,24533,424684,1,3,1
23,141719,10755,817,20,9,2,0.38,46897,426684,3,1,1
54,81332,15825,514,28,0,5,0.5,78661,303297,4,1,1
50,97794,27693,433,19,6,2,0.47,21998,193041,3,3,1
39,50841,9117,584,28,3,10,0.52,62248,329477,1,3,1
38,144447,29729,425,5,5,4,0.21,24057,439326,5,2,1
23,140029,37182,738,19,7,3,0.51,80244,279919,2,1,1
23,68758,33890,451,17,5,2,0.29,84608,86668,2,2,1
21,134726,34340,630,24,1,7,0.25,71631,324089,0,3,1
47,96272,6518,837,1,0,13,0.15,98031,152528,2,2,1
28,57643,35949,682,24,7,9,0.71,68173,96526,4,2,1
47,70408,27547,414,25,7,2,0.44,81206,97717,1,3,1
48,63950,21346,781,5,8,5,0.6,39734,282242,3,1,1
41,76849,7600,583,8,5,12,0.68,63072,265238,3,2,1
26,120500,34267,374,24,0,14,0.64,65175,287644,4,3,1
20,48044,41322,465,2,8,6,0.48,64783,402624,2,2,1
48,125469,31990,488,0,2,6,0.41,95194,259421,1,3,1
57,145588,21193,377,0,5,1,0.4,71739,185673,2,3,1
54,35997,35109,320,18,9,13,0.61,88054,325074,0,3,1
53,99751,24233,865,4,9,2,0.5,52042,54333,2,1,1
41,118605,21194,483,12,8,11,0.78,53357,252007,0,1,1
48,43911,39510,521,18,2,9,0.8,9669,170384,3,3,0
23,75533,6306,627,11,4,9,0.24,68902,67839,1,1,1
19,102566,8849,478,15,4,14,0.21,19910,363481,5,2,1
37,114870,17360,411,24,9,3,0.6,57959,483420,0,1,1
45,34571,34231,358,24,6,6,0.34,97623,70195,2,1,1
28,128255,41963,626,18,3,1,0.11,1366,471064,2,2,1
21,149226,23689,490,2,3,2,0.81,49415,139229,3,2,1
32,114463,34084,499,11,6,6,0.28,10907,425395,4,2,1
23,77941,45387,611,29,8,6,0.84,96825,162265,5,3,1
47,78005,14280,334,4,3,14,0.67,33780,310775,4,2,1
55,106250,7642,678,1,3,9,0.71,58879,221926,2,2,1
19,78712,47137,686,21,5,2,0.26,86159,414130,4,2,1
32,63541,19296,536,6,5,11,0.29,36085,363142,5,3,1
28,43387,20438,818,12,6,0,0.52,66499,248462,5,1,1
25,113980,42525,582,24,0,11,0.24,21426,343702,1,3,1
43,68908,7994,300,14,2,2,0.34,49197,315129,4,1,1
62,105457,39039,763,21,8,4,0.36,8485,373938,1,2,1
61,33057,6813,529,2,5,6,0.23,50527,93585,2,3,1
22,84028,32491,471,27,5,3,0.26,65600,265886,2,3,1
23,130804,23845,386,20,4,12,0.73,99560,352408,2,1,1
43,139246,46243,852,19,2,12,0.23,92005,476542,3,3,1
21,75731,42164,422,4,4,10,0.12,82439,396960,4,3,1
36,44858,47051,597,23,0,10,0.6,69748,84022,0,1,1
37,68689,18318,874,7,2,14,0.88,59528,458883,5,3,1
50,64638,22200,783,21,3,0,0.36,28799,68065,0,3,1
37,111598,5082,464,0,4,5,0.19,47339,426526,2,2,1
29,122386,6920,682,7,9,1,0.56,17087,178145,4,2,1
64,66486,45585,508,23,8,11,0.83,8446,399335,1,2,1
18,40567,16683,731,17,3,2,0.73,51460,453222,0,2,1
43,49739,16336,688,19,2,3,0.6,95817,383963,2,2,1
31,77804,20596,859,27,9,5,0.35,59260,419302,0,3,1
55,128821,7093,523,15,0,5,0.53,15877,488292,0,3,1
54,23754,17905,302,17,9,6,0.17,25723,249933,5,2,1
28,47044,29351,671,19,5,4,0.64,13943,277391,0,1,1
53,87260,35981,745,11,6,6,0.68,11306,493609,2,2,1
30,86912,13367,415,12,9,1,0.87,37784,315287,5,3,1
60,145623,10285,569,12,7,0,0.31,21455,282413,2,1,1
20,28706,48664,746,9,0,11,0.11,91027,369649,3,2,0
50,28894,42705,667,6,3,9,0.54,72448,455633,3,1,0
23,38037,21753,552,24,4,7,0.67,30974,212372,3,2,1
27,103986,23485,616,13,1,0,0.73,28371,341040,0,3,1
22,101942,17977,714,29,0,11,0.25,99746,297541,4,2,1
40,71612,24874,394,23,7,1,0.31,4936,284051,2,1,1
27,49725,12674,323,15,5,10,0.51,34166,362773,3,3,1
61,25926,34038,349,14,4,11,0.36,26727,470822,4,2,0
19,124555,34315,801,11,8,9,0.79,64969,89916,3,2,1
30,29496,8676,797,8,1,5,0.48,29368,111330,3,2,1
57,76447,7426,634,7,9,0,0.74,69531,319695,4,2,1
19,121604,29473,378,17,7,9,0.56,40097,413116,3,3,1
37,49806,7962,881,22,9,2,0.72,35984,431767,0,3,1
18,108199,34943,326,17,8,6,0.37,51859,237494,0,2,1
54,61321,5859,570,12,0,11,0.77,45291,425360,5,3,1
26,142041,49816,861,27,6,7,0.32,66228,379926,0,1,1
34,122031,9138,546,26,7,3,0.54,93099,377535,1,3,1
26,85095,40192,890,17,2,11,0.27,23150,417101,5,1,1
28,42656,30640,686,14,3,2,0.48,23061,173546,3,1,1
32,75147,15409,858,3,2,0,0.35,30178,437150,1,3,1
41,111396,9017,660,16,6,11,0.31,57790,113411,2,2,1
55,69666,15451,787,4,8,8,0.87,66696,290509,4,3,1
52,102368,33327,651,21,2,9,0.23,16648,123185,2,1,1
47,58787,15278,555,15,5,5,0.73,62779,181960,1,1,1
48,133767,29944,521,8,7,5,0.89,37672,177574,0,3,1
22,82946,48764,300,9,5,8,0.12,70109,238207,3,1,1
61,41727,6134,845,23,1,0,0.66,61521,79424,5,3,1
31,128351,35131,745,17,6,5,0.3,35593,91559,3,3,1
28,115081,42887,378,16,1,11,0.13,14786,298290,0,2,1
26,142721,43462,535,17,1,4,0.42,95036,323219,3,1,1
51,130058,27520,633,6,1,12,0.85,10815,465915,4,3,1
29,88056,26869,648,3,0,10,0.11,22966,229044,4,1,1
52,23081,41932,397,25,0,14,0.57,14794,322094,4,3,0
52,54196,10039,381,4,6,5,0.5,32423,186485,2,3,1
18,56735,26281,801,27,4,13,0.8,22302,89305,0,2,1
57,124749,15442,776,22,2,10,0.17,62064,315713,4,3,1
39,100102,13252,849,15,0,7,0.65,87800,116778,1,2,1
46,99578,32586,313,2,9,4,0.64,86140,414777,4,1,1
25,45498,22568,691,25,5,1,0.64,28835,342229,5,2,1
28,96865,25810,646,17,0,11,0.85,74356,408451,2,2,1
58,51656,6551,609,28,8,11,0.76,50282,404318,1,1,1
54,87695,17625,685,22,1,1,0.13,53714,86163,0,2,1
31,57900,39397,508,20,0,9,0.48,68035,99592,0,2,1
47,148392,31249,656,13,6,4,0.42,24814,268223,5,3,1
52,137235,6361,867,14,5,2,0.35,25089,238405,4,2,1
38,104899,31149,393,16,5,9,0.46,74162,429575,1,3,1
54,67701,9370,392,0,4,2,0.41,56831,58039,5,2,1
22,128777,10283,639,24,3,7,0.45,33746,189270,1,1,1
36,39033,12610,896,20,3,6,0.88,82673,215426,4,1,1
31,143193,48326,744,16,2,0,0.17,52940,296585,4,2,1
43,30805,19924,321,22,9,11,0.84,87796,315968,3,3,1
21,55851,49717,590,24,7,12,0.48,37476,362564,3,2,1
42,46832,15626,784,10,6,11,0.6,27283,401679,4,3,1
62,83437,39761,605,16,8,4,0.76,2769,53436,2,2,1
59,135725,5869,427,25,0,8,0.39,43278,143550,5,1,1
42,33944,36552,572,13,6,3,0.44,47994,221929,3,1,1
35,39873,6014,741,28,9,0,0.43,63898,66057,4,3,1
57,60372,15103,802,19,3,7,0.4,16634,51310,1,2,1
25,109464,21986,429,29,6,4,0.84,11965,176913,5,3,1
56,35379,49781,431,18,0,1,0.76,28566,294841,3,1,0
57,137322,35471,896,20,4,14,0.19,53196,304988,2,3,1
31,56751,38458,781,6,2,11,0.19,99679,116013,5,2,1
49,120082,30069,689,23,4,0,0.44,49285,372166,5,3,1
55,109822,21873,892,12,3,13,0.18,56499,189978,0,2,1
50,25110,28248,624,17,1,11,0.6,20420,190940,1,2,0
40,74341,28624,368,22,3,11,0.21,26236,68546,2,1,1
32,32087,48516,747,29,2,11,0.52,7218,148812,2,2,0
50,43762,34061,827,13,0,2,0.11,50892,122855,2,2,1
42,135812,29170,464,0,9,8,0.35,75031,83149,1,2,1
34,102617,13024,787,6,7,0,0.64,65057,425735,2,3,1
50,120483,21678,725,7,4,3,0.49,79609,248453,0,1,1
64,29596,43256,564,17,3,7,0.88,77907,204756,3,3,0
19,123555,25411,641,8,9,7,0.8,84130,342002,1,3,1
31,127539,48803,577,0,4,9,0.39,12226,95330,2,1,1
57,38313,24296,738,28,3,11,0.14,53271,305052,4,3,1
57,133175,31293,456,21,2,10,0.78,11046,240276,3,3,1
56,86549,32172,721,16,4,12,0.83,38117,404347,5,2,1
23,134914,26128,550,18,3,10,0.76,5965,337437,1,3,1
23,43705,23257,829,26,0,7,0.2,60478,369013,4,1,1
20,87364,17855,626,5,2,9,0.9,79872,402573,5,3,1
24,93445,24642,396,2,9,7,0.31,58277,185701,4,2,1
25,123892,40585,812,23,9,3,0.68,86379,55704,2,3,1
59,98645,25025,515,4,7,7,0.83,60613,182848,1,1,1
32,22023,9458,431,1,6,8,0.29,18373,238327,2,2,1
64,139654,10307,559,19,1,6,0.83,46452,98281,5,3,1
46,79796,46701,424,24,0,13,0.35,51089,166972,0,1,1
50,100073,23425,381,3,2,11,0.88,7654,163532,4,1,1
47,112197,48427,582,9,4,1,0.33,32280,474452,0,3,1
56,84429,33273,358,9,9,8,0.86,57141,116780,5,3,1
44,124195,43506,843,23,0,10,0.14,88943,444549,2,2,1
53,81627,10668,460,20,2,7,0.67,68894,250277,3,3,1
46,53848,30934,583,10,2,12,0.53,27583,494162,4,2,1
55,57804,12697,405,26,4,4,0.48,95242,294955,3,3,1
50,35379,29417,404,15,2,14,0.28,7360,367477,1,1,0
54,79664,21446,738,25,8,11,0.66,54968,208349,4,1,1
44,47766,45597,527,28,0,2,0.25,4743,231678,0,1,0
50,129126,15751,881,28,3,6,0.54,8159,183005,3,1,1
21,88099,12352,617,29,9,13,0.3,33151,214586,5,2,1
39,56060,18516,763,16,9,13,0.86,1518,303130,1,1,1
19,114733,28299,898,15,3,14,0.12,17652,288408,4,2,1
27,89122,36957,771,6,0,1,0.26,79461,139893,5,2,1
22,36087,33927,355,15,1,12,0.29,72011,273679,1,2,1
27,68868,46094,312,2,0,2,0.43,43348,375102,0,3,1
50,139119,41412,739,25,5,11,0.29,76422,450043,5,2,1
55,43225,34493,317,15,2,8,0.49,78001,80844,4,3,1
30,115286,31711,412,7,6,3,0.8,77757,426645,1,2,1
48,26643,13003,528,29,4,3,0.67,25395,403344,2,3,1
64,113059,36707,470,11,8,2,0.56,3335,50792,4,3,1
53,56727,8278,594,2,6,4,0.17,71112,482911,4,1,1
62,31005,12296,488,16,3,2,0.66,1500,133187,4,2,1
41,129079,30398,725,20,4,8,0.23,93211,92510,4,3,1
32,85697,40842,378,17,4,14,0.73,9083,482353,2,1,1
46,36029,18261,481,10,4,2,0.3,82256,163104,5,2,1
25,135281,16173,798,3,9,1,0.43,6543,254482,5,1,1
22,34226,35449,370,15,8,11,0.38,69812,351776,5,3,1
46,83646,46080,547,16,9,4,0.79,53237,217862,0,1,1
64,80603,6637,445,8,2,5,0.2,97171,395712,2,1,1
21,48731,36781,595,5,5,0,0.55,90716,310851,2,2,1
29,129458,18652,881,23,7,13,0.21,7613,474101,1,3,1
62,130384,10103,769,26,8,11,0.66,67863,115214,3,2,1
19,88926,30500,805,19,6,10,0.82,41540,94870,5,2,1
44,25997,39800,492,24,2,5,0.45,77202,309289,3,1,0
48,75506,40529,367,1,0,9,0.49,27255,98110,1,3,1
53,98229,23452,793,8,3,2,0.84,86666,421558,2,2,1
53,69815,36174,351,27,5,3,0.52,23068,186243,1,3,1
43,62092,40436,662,20,2,5,0.49,50057,190661,4,2,1
60,82539,20954,773,28,0,7,0.56,19946,68077,1,1,1
44,86077,22186,820,5,5,14,0.65,21547,377018,1,2,1
22,41817,17356,730,2,0,8,0.19,86237,296797,4,2,1
37,57861,37963,597,19,8,5,0.76,6769,219299,3,2,1
28,33428,7187,734,5,0,6,0.45,25883,458153,4,3,1
27,63934,16707,497,6,5,14,0.16,62340,321898,0,1,1
57,135555,40098,427,0,0,13,0.73,80199,337832,1,3,1
55,134367,31935,831,22,6,4,0.4,36162,319192,1,2,1
23,30258,26225,710,0,2,13,0.18,89388,334712,3,1,1
25,77775,8606,364,4,5,11,0.61,86924,409727,2,3,1
40,101580,37828,540,5,6,14,0.8,34434,460761,4,2,1
64,114947,31489,668,12,0,8,0.81,23102,144449,2,1,1
43,25469,19387,835,1,0,3,0.87,22536,95217,0,1,1
63,48854,8927,683,14,4,9,0.79,78891,229194,4,2,1
60,26256,11296,730,14,5,10,0.1,68770,214818,0,1,1
29,144086,35444,382,12,8,5,0.4,51388,451925,0,1,1
43,96256,7591,873,25,0,4,0.75,51775,177873,0,3,1
30,53937,49895,585,24,3,0,0.39,32147,337502,5,1,0
57,119134,31147,833,13,9,4,0.58,51526,164064,4,3,1
35,21651,43889,758,25,7,12,0.59,24659,323167,4,3,0
42,70288,6200,511,21,9,4,0.39,83096,145387,5,3,1
50,104730,20721,425,6,8,13,0.82,24088,209828,3,3,1
64,45051,24238,712,13,2,8,0.5,69464,235353,5,1,1
57,47386,16087,798,25,1,0,0.47,60998,492505,1,1,1
60,95054,35816,724,23,3,14,0.9,41382,136728,2,3,1
29,131562,28408,853,26,1,4,0.49,29184,228331,2,1,1
61,36184,44740,842,28,0,14,0.24,21099,199911,0,3,0
53,53787,5136,457,9,2,6,0.51,70810,339554,4,3,1
21,41621,22413,411,16,6,10,0.75,91506,155696,4,3,1
22,95564,23978,701,13,0,5,0.72,92280,323591,0,2,1
54,97984,5661,421,7,1,5,0.73,38739,167954,1,1,1
25,79792,40240,572,3,0,11,0.67,9389,136569,2,1,1
59,65253,32253,593,25,7,6,0.3,18352,287963,5,3,1
45,54051,31884,697,15,4,5,0.79,22148,256737,3,1,1
48,69811,37854,770,23,7,4,0.81,32828,408038,1,3,1
26,50447,15704,506,12,2,9,0.26,69040,326051,4,1,1
46,148046,43987,409,21,6,4,0.2,57795,71637,0,3,1
31,103930,29527,739,26,7,8,0.88,59620,219268,2,3,1
57,143278,21322,577,24,5,13,0.79,95279,465585,0,2,1
58,120037,11968,867,26,6,7,0.81,95430,276089,4,3,1
39,50254,32518,868,19,1,13,0.81,97531,278289,0,2,1
28,104045,32886,781,17,7,11,0.53,58114,183661,5,1,1
40,136859,6700,413,13,4,14,0.62,41711,73560,2,1,1
18,77418,33246,776,17,6,9,0.54,18748,315178,0,2,1
63,134534,40468,620,4,0,13,0.14,89636,181241,2,1,1
54,34472,28199,478,25,4,3,0.7,34691,142449,0,2,1
38,131193,49589,518,8,0,3,0.5,89517,53239,0,1,1
43,23471,37115,827,27,7,9,0.62,66282,53415,2,2,0
63,127332,10520,791,2,3,4,0.5,99244,389088,5,2,1
53,140312,49278,360,7,3,12,0.49,61360,184556,0,3,1
40,143379,41455,353,19,1,12,0.24,11246,366131,5,1,1
18,115804,25929,837,21,4,2,0.32,60395,68225,1,3,1
57,28329,46605,364,9,0,14,0.23,33486,130459,3,2,0
32,54865,19955,885,21,8,7,0.26,31340,242176,1,3,1
38,66850,49049,470,18,4,6,0.88,85874,333080,3,2,1
64,74220,18917,572,29,5,4,0.22,51300,351756,1,1,1
26,132234,9757,834,20,1,9,0.32,4086,407677,3,1,1
26,113808,18045,690,27,9,2,0.57,92071,433021,0,1,1
27,128381,46680,626,2,9,14,0.59,15860,414413,2,2,1
43,26397,9733,407,10,0,4,0.22,18013,89952,2,3,1
58,117909,35954,461,10,3,2,0.73,8407,371089,4,1,1
52,149004,36135,751,16,6,9,0.73,34542,268471,3,2,1
42,55525,12081,505,15,5,4,0.29,25935,317524,4,3,1
43,73072,46458,889,6,9,0,0.33,50079,231370,5,2,1
28,110106,28501,315,3,0,5,0.85,35111,130821,5,2,1
55,103820,26113,626,29,0,9,0.76,57550,470476,4,1,1
19,104530,39441,301,22,7,3,0.66,76697,476095,3,2,1
24,43284,29690,309,18,3,3,0.17,90117,197215,2,2,1
35,81330,48939,733,11,4,7,0.43,98813,361888,3,3,1
44,103369,34345,424,14,6,1,0.55,87936,254021,5,1,1
51,45122,49571,380,10,7,3,0.25,77955,212650,0,2,1
44,90553,31829,784,4,9,14,0.46,41565,392406,4,2,1
34,101906,40062,449,4,6,1,0.58,20283,369475,4,3,1
60,114788,8630,639,14,1,0,0.36,67470,142551,5,2,1
61,82812,36870,428,28,3,9,0.72,87916,375959,3,2,1
41,27999,49942,737,17,9,12,0.77,80552,121519,4,2,0
42,42436,8453,800,10,0,12,0.36,39233,200250,2,2,1
24,62963,42275,357,25,9,2,0.77,23695,142526,4,2,1
23,22096,48370,497,11,8,11,0.18,91488,256929,3,3,0
41,149940,43396,510,1,2,7,0.77,43734,241269,5,2,1
50,133737,13328,344,19,2,5,0.22,82257,159365,2,2,1
46,45279,20534,396,14,9,11,0.17,2505,348510,2,2,1
60,141092,24744,578,19,8,6,0.61,6363,496171,4,2,1
39,128899,24389,834,3,9,1,0.48,49708,149830,3,1,1
43,134245,41320,709,21,2,5,0.83,44614,287285,4,1,1
45,46201,40010,760,17,7,13,0.39,2010,354055,0,1,0
38,39715,19665,690,5,1,7,0.33,20861,395566,5,1,1
24,49309,42865,343,22,2,7,0.5,25125,103619,0,3,1
34,35078,13640,326,26,1,3,0.46,10369,487512,2,1,1
37,76614,39716,396,25,0,5,0.38,70393,334935,4,3,1
58,25105,30521,847,18,1,13,0.65,27671,320445,0,1,0
37,137666,35049,866,10,7,4,0.71,76400,176866,1,3,1
39,114848,10618,518,27,8,8,0.78,65512,281730,0,1,1
45,22839,42004,484,23,1,7,0.88,99026,153623,4,2,1
57,88920,6920,368,1,6,1,0.31,76656,424968,4,1,1
24,63619,48937,429,26,4,11,0.67,86759,478995,5,1,1
18,62821,9188,866,7,2,12,0.42,98686,86894,0,1,1
49,145736,17207,898,28,8,6,0.64,45138,391762,4,2,1
30,33493,5238,633,10,5,6,0.48,54420,492466,4,3,1
47,37069,37972,453,4,0,10,0.9,69089,383138,5,3,1
40,132443,15799,846,17,4,13,0.68,16489,91770,5,2,1
36,27531,10552,378,22,6,13,0.86,60789,72300,5,1,1
49,57051,33916,878,29,3,11,0.77,70925,168025,5,1,1
47,27736,9927,712,17,7,0,0.82,50703,249307,1,1,1
46,27710,32964,845,13,9,0,0.75,88486,472701,2,3,1
62,87155,16164,468,21,4,11,0.47,77625,432749,4,3,1
46,33975,42158,882,9,8,3,0.3,59228,90285,3,2,0
47,82424,24071,814,2,8,4,0.4,4051,247627,5,2,1
33,65603,11160,613,8,8,14,0.12,39090,167713,2,3,1
57,43252,20810,331,2,0,3,0.52,29805,213543,5,1,1
36,100797,10126,586,10,1,6,0.5,95978,98671,2,1,1
35,21431,35009,893,11,2,2,0.52,45557,430360,3,1,0
18,94603,38584,342,11,3,6,0.88,3555,332414,0,1,1
31,57481,30396,300,2,9,12,0.83,51241,169870,1,2,1
64,112573,5192,872,20,8,7,0.23,79303,177897,4,2,1
19,29557,41413,569,6,9,5,0.4,66994,456914,0,3,0
45,94971,17816,479,13,5,5,0.44,17066,295526,3,2,1
47,123302,44082,817,23,0,7,0.39,5721,284954,1,1,1
55,20162,37130,402,27,8,7,0.74,78982,384409,1,3,0
21,54742,45142,309,10,5,6,0.52,7304,220801,1,2,0
18,39675,41468,882,6,3,5,0.56,43967,61171,3,2,1
25,93997,35698,389,24,3,5,0.78,79763,372828,5,2,1
46,37015,15655,525,20,2,9,0.74,41462,498381,5,2,1
56,70057,35075,425,9,6,10,0.21,72834,99948,5,2,1
20,52591,14359,508,10,2,12,0.67,51155,84725,0,1,1
49,113583,41661,396,14,1,12,0.45,76842,331594,4,1,1
27,146133,44579,373,18,9,5,0.34,3589,456516,1,1,1
27,120318,47056,490,15,7,7,0.14,38078,438044,1,2,1
36,29833,38272,355,21,3,0,0.49,55918,134600,0,3,0
63,27896,47581,852,20,7,4,0.38,14601,185513,5,1,0
51,52972,19671,331,27,0,2,0.3,8711,161315,1,1,1
50,69733,32048,826,19,4,11,0.66,87900,462548,1,2,1
40,140363,15738,873,11,8,7,0.72,60430,70115,3,3,1
45,61800,30963,583,17,0,10,0.3,64327,149405,2,1,1
49,116044,48954,793,22,3,5,0.14,96146,137404,0,1,1
24,25347,11773,486,12,5,13,0.78,4970,485213,0,3,1
46,79063,41584,797,4,9,1,0.11,70535,267223,5,2,1
25,115850,34894,741,3,7,14,0.85,87570,194687,0,3,1
18,22643,5717,429,27,2,12,0.6,37176,195804,5,2,1
20,60785,16676,591,13,4,6,0.36,42730,468583,3,1,1
41,38681,9434,413,7,6,6,0.3,83168,160670,3,3,1
40,70026,42825,498,8,0,12,0.11,14385,92738,4,3,1
25,123864,34100,312,24,6,4,0.29,6950,292368,5,1,1
64,35892,9994,570,18,7,7,0.21,74511,182053,3,1,1
54,67299,9234,514,2,7,13,0.59,54009,243953,5,2,1
20,37073,8764,743,4,8,4,0.23,87850,239681,0,1,1
50,122304,48949,811,20,5,0,0.52,24398,393810,4,1,1
45,50682,42405,746,25,5,8,0.57,26277,396495,2,3,1
64,117798,39872,373,17,1,3,0.34,27761,451782,1,2,1
25,146021,47215,836,0,2,12,0.13,65435,252957,1,1,1
51,116894,28185,400,7,3,1,0.13,64944,60728,4,3,1
52,144302,48442,475,18,3,3,0.12,32533,417996,5,1,1
49,34289,46153,726,16,7,13,0.69,73502,396055,5,1,0
41,135359,16999,416,16,0,12,0.35,73123,167616,5,1,1
31,27927,41487,465,10,9,8,0.74,23880,268422,2,1,0
49,68330,7581,340,1,3,1,0.45,71627,348358,1,2,1
63,86707,7763,728,5,3,3,0.46,42753,239007,4,3,1
60,140279,32374,643,21,0,1,0.51,97666,268153,5,3,1
33,97454,43759,723,13,2,4,0.67,83597,357732,3,1,1
21,127439,15531,665,2,4,2,0.32,88829,200025,0,3,1
54,124646,30307,419,11,5,9,0.2,2561,380552,2,1,1
38,85428,35835,528,3,8,1,0.54,54205,346247,5,3,1
31,70601,16064,429,11,8,13,0.36,60810,120949,1,2,1
48,97465,16312,651,12,8,8,0.45,65482,275877,0,2,1
35,22539,42548,617,1,0,4,0.62,70192,492480,4,3,0
24,122263,41945,636,1,8,9,0.5,88154,201228,5,1,1
27,131487,11476,572,14,7,4,0.6,87066,63423,1,1,1
24,42669,29565,416,22,1,0,0.54,88408,350206,0,1,1
50,90968,7382,667,28,0,5,0.69,29330,223877,3,1,1
40,40644,27463,393,16,0,12,0.66,17139,314131,2,2,1
38,38745,38402,467,6,5,6,0.53,33977,112979,4,1,0
36,140852,31345,640,29,8,0,0.64,5983,349741,1,1,1
36,148081,49764,451,27,6,8,0.8,40909,133905,3,1,1
53,48228,31946,885,13,4,7,0.45,65480,208940,2,1,1
46,138358,19162,573,11,1,11,0.43,50029,126970,2,2,1
35,54521,13397,853,29,0,13,0.71,22329,113805,3,3,1
19,142788,27335,795,16,1,13,0.57,37734,169779,1,3,1
18,117239,19394,400,13,0,7,0.16,43837,459852,2,1,1
64,46928,32197,856,5,2,6,0.81,75354,107467,4,1,1
22,38322,27010,381,18,5,4,0.12,77454,157732,0,3,1
37,77714,29123,828,23,7,2,0.7,67786,198079,4,2,1
28,107896,27387,372,5,2,14,0.71,5758,413604,5,2,1
59,82292,7890,313,26,9,11,0.86,68699,257936,2,2,1
19,49055,32769,732,17,8,13,0.14,83673,446605,0,2,1
20,62891,48626,456,23,9,8,0.58,98639,168105,3,2,1
40,101912,13026,431,4,4,13,0.44,22832,174535,0,2,1
